gene,equation,partial derivative w/ respect to gene,integrated_derivative,direction,complexity,loss
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
Tspan_4_30708,(2.6786718 * Cyp_1_a_1_79654) + (11.68623 * (0.6201127 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))),11.6862300000000,84.92253861077471,1,17.0,12.612761
Tspan_4_30708,(15.622658 * ((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834)) + Art_5_55361,15.6226580000000,113.52812474236158,1,13.0,14.152341
Tspan_4_30708,(12.633137 * (1.4326278 + (Alg_11_64834 + (Tspan_4_30708 - Asb_14_29409)))) + 1.037835,12.6331370000000,91.80360686531981,1,14.0,13.784481
Tspan_4_30708,((((Tspan_4_30708 - Asb_14_29409) + Alg_11_64834) * 12.579669) - -11.310895) + Cyp_1_a_1_29719,12.5796690000000,91.41506083341382,1,15.0,13.280831
